ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
U911,2015-06-18-D09-SO-29,2015-12-15,none,none,17.6,NA,119,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U853,2015-06-22-D09-SO-23,2016-01-04,none,none,17.5,NA,113,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U872,2015-06-22-D09-SO-27,2016-01-04,none,none,16,NA,115,NA,NA,Cracked otolith,CK,full work-up 1,NA,N,NA,NA
U873,2015-06-22-D09-SO-24,2016-01-04,none,none,14.4,NA,111,NA,No fatty acid sample taken.,NA,CK,full work-up 1,NA,N,NA,NA
U874,2015-06-22-D09-SO-29,2016-01-04,none,none,20.4,NA,106,NA,NA,NA,CK,full work-up 1,NA,N,NA,NA
U875,2015-06-22-D09-SO-26,2016-01-04,none,none,19.4,NA,122,NA,NA,NA,CK,full work-up 1,NA,N,NA,Changed SEMSP ID from -36 (2017/11/23 JG)
U876,2015-06-09-D07-SO-21,2016-01-04,none,none,13.7,NA,105,NA,NA,NA,CK,full work-up 1,NA,N,NA,NA
U877,2015-06-09-D07-SO-24,2016-01-04,none,none,13.1,NA,104,NA,NA,NA,CK,full work-up 1,NA,N,NA,NA
U905,2015-06-22-D09-SO-21,2016-01-04,none,none,13.3,NA,110,NA,NA,NA,DS,full work-up 1,NA,N,NA,NA
U906,2015-06-22-D09-SO-25,2016-01-04,none,none,20.4,NA,125,NA,NA,Lots of missing scales,DS,full work-up 1,DS,N,NA,NA
U907,2015-06-09-D07-SO-27,2016-01-04,none,none,16.2,NA,113,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U908,2015-06-09-D07-SO-26,2016-01-04,none,none,14.3,NA,107,NA,NA,Indentation behind dorsal fin,DS,full work-up 1,DS,N,NA,NA
U909,2015-06-09-D07-SO-30,2016-01-04,none,none,14.2,NA,107,NA,1 cal chal a not retained,NA,DS,full work-up 1,DS,N,NA,NA
U910,2015-06-09-D07-SO-29,2016-01-04,none,none,17.1,NA,105,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U912,2015-06-22-D09-SO-22,2016-01-04,none,none,15.3,NA,115,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U913,2015-06-22-D09-SO-3,2016-01-04,none,none,16.7,NA,113,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U914,2015-06-09-D07-SO-28,2016-01-04,none,none,13.2,NA,114,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U915,2015-06-09-D07-SO-23,2016-01-04,none,none,12.2,NA,106,NA,No scales taken.,NA,KI,full work-up 1,DS,N,NA,NA
U854,2015-06-06-J07-SO-15,2016-01-05,none,none,13.3,NA,113,NA,NA,NA,LP,full work-up 1,CK,N,NA,NA
U855,2015-06-06-J07-SO-1,2016-01-05,none,none,13.1,NA,115,NA,NA,1 otolith,LP,full work-up 1,CK,N,NA,NA
U878,2015-06-06-J07-SO-7,2016-01-05,none,none,11.4,NA,103,NA,NA,NA,CK,full work-up 1,CK,N,NA,NA
U879,2015-06-06-J07-SO-6,2016-01-05,none,none,12,NA,101,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK,N,NA,NA
U880,2015-05-30-J05-SO-11,2016-01-05,none,none,9.4,NA,95,NA,NA,Pale liver,CK,full work-up 1,CK,N,NA,NA
U916,2015-06-06-J07-SO-10,2016-01-05,none,none,12.1,NA,108,NA,NA,Large lesion on left side below dorsal fin,KI,full work-up 1,CK,N,NA,NA
U917,2015-06-06-J07-SO-8,2016-01-05,none,none,14.9,NA,113,NA,NA,NA,KI,full work-up 1,CK,N,NA,NA
U918,2015-05-30-J05-SO-2,2016-01-05,none,none,10.5,NA,98,NA,NA,NA,KI,full work-up 1,CK,N,NA,NA
U919,2015-05-30-J05-SO-8,2016-01-05,none,none,12.4,NA,105,NA,NA,NA,KI,full work-up 1,CK,N,NA,NA
U921,2015-05-30-J05-SO-10,2016-01-05,none,none,10.5,NA,100,NA,NA,Pale liver,CK,full work-up 1,CK,N,NA,NA
U922,2015-05-30-J05-SO-1,2016-01-05,none,none,11.5,NA,108,NA,NA,NA,CK,full work-up 1,CK,N,NA,NA
U931,2015-06-06-J07-SO-4,2016-01-05,none,none,14.6,NA,121,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U932,2015-06-06-J07-SO-14,2016-01-05,none,none,19.2,NA,132,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U933,2015-06-06-J07-SO-5,2016-01-05,none,none,17,NA,118,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U934,2015-06-06-J07-SO-3,2016-01-05,none,none,19.8,NA,117,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U935,2015-06-06-J07-SO-9,2016-01-05,none,none,17.9,NA,119,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U936,2015-05-30-J05-SO-6,2016-01-05,none,none,12.3,NA,106,NA,1 cal chal a not retained,NA,DS,full work-up 1,CK,N,NA,NA
U856,2015-05-30-J05-SO-4,2016-01-06,none,none,9.1,NA,92,NA,NA,Pale liver,LP,full work-up 1,KI,N,NA,NA
U857,2015-06-07-J05-SO-3,2016-01-06,none,none,15.1,NA,111,NA,NA,NA,LP,full work-up 1,KI,N,NA,NA
U858,2015-06-07-J05-SO-13,2016-01-06,none,none,17.8,NA,120,NA,NA,NA,LP,full work-up 1,KI,N,NA,NA
U859,2015-06-07-J05-SO-8,2016-01-06,none,none,12.5,NA,103,NA,NA,NA,LP,full work-up 1,KI,N,NA,NA
U860,2015-06-07-J05-SO-5,2016-01-06,none,none,16.7,NA,119,NA,NA,NA,LP,full work-up 1,KI,N,NA,NA
U920,2015-05-30-J05-SO-3,2016-01-06,none,none,11.4,NA,110,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U923,2015-05-30-J05-SO-5,2016-01-06,none,none,8.3,NA,90,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U924,2015-06-07-J05-SO-9,2016-01-06,none,none,15.1,NA,111,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U925,2015-06-07-J05-SO-7,2016-01-06,none,none,14.9,NA,106,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U926,2015-06-07-J05-SO-4,2016-01-06,none,none,13.5,NA,111,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U927,2015-06-07-J05-SO-6,2016-01-06,none,none,9.6,NA,104,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U928,2015-06-07-J05-SO-10,2016-01-06,none,none,12.1,NA,109,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U937,2015-05-30-J05-SO-9,2016-01-06,none,none,10.6,NA,101,NA,NA,NA,DS,full work-up 1,KI,N,NA,Fixed duplicate SEMSP ID (2015-05-30-J07-SO-09)
U938,2015-05-30-J05-SO-12,2016-01-06,none,none,10.4,NA,93,NA,NA,NA,DS,full work-up 1,KI,N,NA,Fixed duplicate SEMSP ID (2015-05-30-J07-SO-12)
U939,2015-06-07-J05-SO-15,2016-01-06,none,none,12.2,NA,116,NA,Fatty acid sample thawed (left on tray) so may not be viable,NA,DS,full work-up 1,KI,N,NA,NA
U941,2015-06-01-J01-SO-21,2016-01-06,none,none,12.5,NA,108,NA,NA,NA,LP,full work-up 1,KI,N,NA,NA
U961,2015-06-07-J05-SO-11,2016-01-06,none,none,12.3,NA,113,NA,1 cal cop not retained,NA,KI,full work-up 1,KI,N,NA,NA
U962,2015-06-01-J01-SO-19,2016-01-06,none,none,13.2,NA,103,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U963,2015-06-01-J01-SO-14,2016-01-06,none,none,15.9,NA,120,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U929,2015-06-01-J01-SO-13,2016-01-07,none,none,11.7,NA,99,NA,NA,NA,CK,full work-up 1,DS,N,NA,NA
U930,2015-05-29-J06-SO-8,2016-01-07,none,none,11.2,NA,110,NA,NA,NA,CK,full work-up 1,DS,N,NA,NA
U940,2015-06-01-J01-SO-24,2016-01-07,none,none,11.2,NA,109,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U942,2015-06-01-J01-SO-23,2016-01-07,none,none,15.1,NA,122,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U943,2015-05-29-J06-SO-7,2016-01-07,none,none,9.2,NA,107,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U951,2015-06-01-J01-SO-15,2016-01-07,none,none,11.6,NA,113,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U952,2015-06-01-J01-SO-25,2016-01-07,none,none,NA,NA,100,NA,"Post dissection weight of 10.0g. Sea louse vial dropped, may have lost some lice.",NA,DS,full work-up 1,DS,N,NA,NA
U953,2015-05-29-J06-SO-10,2016-01-07,none,none,18.2,NA,118,NA,NA,Lep chal a retained but got a bit squished,DS,full work-up 1,DS,N,NA,NA
U954,2015-05-29-J06-SO-9,2016-01-07,none,none,18.2,NA,115,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U955,2015-05-29-J06-SO-4,2016-01-07,none,none,NA,NA,98,NA,Post dissection weight of 8.1g,NA,DS,full work-up 1,DS,N,NA,NA
U956,2015-06-07-J06-SO-24,2016-01-07,none,none,13,NA,98,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U964,2015-06-01-J01-SO-20,2016-01-07,none,none,11.7,NA,112,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U965,2015-06-01-J01-SO-22,2016-01-07,none,none,6.7,NA,95,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U966,2015-05-29-J06-SO-11,2016-01-07,none,none,9.6,NA,107,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U967,2015-05-29-J06-SO-18,2016-01-07,none,none,10.5,NA,100,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U968,2015-05-29-J06-SO-6,2016-01-07,none,none,22,NA,125,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U969,2015-06-07-J06-SO-22,2016-01-07,none,none,13,NA,105,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U981,2015-05-29-J06-SO-12,2016-01-07,none,none,21.2,NA,120,NA,NA,NA,CK,full work-up 1,DS,N,NA,NA
U982,2015-06-07-J06-SO-30,2016-01-07,none,none,15.6,NA,115,NA,NA,NA,CK,full work-up 1,DS,N,NA,NA
U944,2015-06-07-J06-SO-20,2016-01-08,none,none,11.6,NA,111,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U945,2015-06-07-J06-SO-17,2016-01-08,none,none,15.8,NA,123,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U946,2015-06-07-D09-SO-19,2016-01-08,none,none,14.9,NA,122,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U957,2015-06-07-J06-SO-23,2016-01-08,none,none,15.8,NA,123,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U958,2015-06-07-D09-SO-17,2016-01-08,none,none,15.9,NA,114,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U959,2015-06-07-D09-SO-12,2016-01-08,none,none,15.7,NA,114,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U960,2015-06-07-D09-SO-16,2016-01-08,none,none,18.4,NA,117,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U970,2015-06-07-J06-SO-29,2016-01-08,none,none,10.2,NA,107,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U983,2015-06-07-J06-SO-19,2016-01-08,none,none,10.6,NA,105,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U984,2015-06-07-J06-SO-25,2016-01-08,none,none,12,NA,111,NA,Louse vial dropped,NA,DS,full work-up 1,KI,N,NA,NA
U985,2015-06-07-D09-SO-18,2016-01-08,none,none,15.9,NA,116,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U986,2015-06-07-D09-SO-13,2016-01-08,none,none,18.5,NA,116,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U987,2015-06-07-D09-SO-11,2016-01-08,none,none,18.9,NA,120,NA,NA,NA,DS,full work-up 1,CK,N,NA,NA
U991,2015-06-07-J06-SO-16,2016-01-08,none,none,12.3,NA,113,NA,NA,1 otolith,DS,full work-up 1,KI,N,NA,NA
U992,2015-06-07-D09-SO-20,2016-01-08,none,none,16.9,NA,116,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U993,2015-06-07-D09-SO-14,2016-01-08,none,none,15.7,NA,111,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U994,2015-06-07-D09-SO-15,2016-01-08,none,none,15.9,NA,117,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1001,2015-06-20-D09-SO-22,2016-01-11,none,none,20.6,NA,123,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1002,2015-06-20-D09-SO-30,2016-01-11,none,none,17.8,NA,117,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1003,2015-06-20-D09-SO-27,2016-01-11,none,none,15.1,NA,113,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1004,2015-06-20-D09-SO-21,2016-01-11,none,none,18.5,NA,115,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1005,2015-06-05-D10-SO-12,2016-01-11,none,none,13.3,NA,105,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1006,2015-06-05-D10-SO-14,2016-01-11,none,none,12.1,NA,101,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1011,2015-06-20-D09-SO-29,2016-01-11,none,none,14.4,NA,111,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U1012,2015-06-20-D09-SO-18,2016-01-11,none,none,8.9,NA,91,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U1013,2015-06-05-D10-SO-17,2016-01-11,none,none,22.3,NA,120,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U988,2015-06-07-D09-SO-10,2016-01-11,none,none,16.6,NA,114,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U989,2015-06-20-D09-SO-24,2016-01-11,none,none,12.3,NA,123,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U990,2015-06-20-D09-SO-28,2016-01-11,none,none,13,NA,106,NA,NA,NA,CK,full work-up 1,KI,N,NA,NA
U995,2015-06-07-D09-SO-2,2016-01-11,none,none,15.5,NA,110,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U996,2015-06-20-D09-SO-23,2016-01-11,none,none,13.3,NA,105,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U997,2015-06-20-D09-SO-25,2016-01-11,none,none,16.7,NA,114,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U998,2015-06-20-D09-SO-26,2016-01-11,none,none,17.9,NA,118,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U999,2015-06-05-D10-SO-22,2016-01-11,none,none,12.6,NA,100,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U1000,2015-06-05-D10-SO-16,2016-01-12,none,none,8.5,NA,97,NA,NA,NA,KI,full work-up 1,LP,N,NA,NA
U1007,2015-06-05-D10-SO-15,2016-01-12,none,none,15.6,NA,105,NA,NA,NA,DS,full work-up 1,LP,N,NA,NA
U1008,2015-05-31-J03-SO-2,2016-01-12,none,none,9.4,NA,95,NA,1 cal chal a not retained,NA,DS,full work-up 1,LP,N,NA,NA
U1009,2015-05-31-J03-SO-4,2016-01-12,none,none,9,NA,95,NA,NA,NA,DS,full work-up 1,LP,N,NA,NA
U1010,2015-05-31-J03-SO-17,2016-01-12,none,none,12.2,NA,95,NA,NA,NA,DS,full work-up 1,LP,N,NA,NA
U1014,2015-06-05-D10-SO-13,2016-01-12,none,none,14,NA,NA,NA,NA,NA,CK,full work-up 1,LP,N,NA,NA
U1015,2015-05-31-J03-SO-18,2016-01-12,none,none,9.9,NA,95,NA,NA,NA,CK,full work-up 1,LP,N,NA,NA
U1016,2015-05-31-J03-SO-11,2016-01-12,none,none,9.5,NA,99,NA,Muscle contaminated,NA,CK,full work-up 1,LP,N,NA,NA
U1017,2015-05-31-J03-SO-12,2016-01-12,none,none,7.3,NA,90,NA,NA,NA,CK,full work-up 1,LP,N,NA,NA
U1021,2015-06-05-D10-SO-19,2016-01-12,none,none,14.1,NA,121,NA,NA,NA,KI,full work-up 1,LP,N,NA,NA
U1022,2015-05-31-J03-SO-5,2016-01-12,none,none,NA,NA,97,NA,Post dissection weight of 7.8,NA,KI,full work-up 1,LP,N,NA,NA
U1031,2015-05-31-J03-SO-1,2016-01-12,none,none,8.8,NA,95,NA,NA,NA,LP,full work-up 1,LP,N,NA,NA
U1032,2015-05-31-J03-SO-3,2016-01-12,none,none,9.2,NA,100,NA,NA,NA,LP,full work-up 1,LP,N,NA,NA
U947,2015-06-05-D10-SO-18,2016-01-12,none,none,14.3,NA,118,NA,NA,NA,LP,full work-up 1,LP,N,NA,NA
U948,2015-06-05-D10-SO-20,2016-01-12,none,none,14.4,NA,123,NA,NA,NA,LP,full work-up 1,LP,N,NA,NA
U949,2015-06-05-D10-SO-21,2016-01-12,none,none,9.2,NA,104,NA,NA,NA,LP,full work-up 1,LP,N,NA,NA
U950,2015-05-31-J03-SO-7,2016-01-12,none,none,13.1,NA,108,NA,NA,NA,LP,full work-up 1,LP,N,NA,NA
U1018,2015-06-07-J09-SO-14,2016-01-13,none,none,10,NA,102,NA,NA,NA,CK,full work-up 1,CK,N,NA,NA
U1019,2015-06-07-J09-SO-12,2016-01-13,none,none,9.1,NA,96,NA,No gill sample,NA,CK,full work-up 1,CK,N,NA,NA
U1020,2015-06-07-J09-SO-11,2016-01-13,none,none,16.8,NA,121,NA,NA,NA,CK,full work-up 1,CK,N,NA,NA
U1023,2015-06-07-J09-SO-13,2016-01-13,none,none,11.8,NA,106,NA,NA,NA,KI,full work-up 1,CK,N,NA,NA
U1024,2015-06-07-J09-SO-2,2016-01-13,none,none,14.8,NA,110,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U1025,2015-06-07-J09-SO-10,2016-01-13,none,none,13.2,NA,110,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U1026,2015-06-07-J09-SO-3,2016-01-13,none,none,11,NA,102,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U1027,2015-06-07-J09-SO-15,2016-01-13,none,none,14.3,NA,116,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U1028,2015-06-14-D11-SO-24,2016-01-13,none,none,22.3,NA,127,NA,NA,NA,KI,full work-up 1,KI,N,NA,NA
U1033,2015-06-14-D11-SO-29,2016-01-13,none,none,17.9,NA,125,NA,NA,Healed scars on left side,LP,full work-up 1,KI,N,NA,NA
U1034,2015-06-14-D11-SO-30,2016-01-13,none,none,13.2,NA,109,NA,Smashed cal. chal a not retained,NA,LP,full work-up 1,CK,N,NA,NA
U1041,2015-05-31-J03-SO-6,2016-01-13,none,none,12.8,NA,110,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1042,2015-06-07-J09-SO-9,2016-01-13,none,none,12.1,NA,106,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1043,2015-06-07-J09-SO-5,2016-01-13,none,none,11.8,NA,100,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1044,2015-06-07-J09-SO-1,2016-01-13,none,none,15.1,NA,111,NA,NA,Lots of missing scales,DS,full work-up 1,KI,N,NA,NA
U1051,2015-06-23-J03-CU-8,2016-01-13,none,none,20.7,NA,131,NA,"Chum, both otoliths in fragments, bits collected",NA,CK,full work-up 1,CK,N,NA,NA
U1052,2015-06-14-D11-SO-22,2016-01-13,none,none,14.5,NA,110,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK,N,NA,NA
U1053,2015-06-14-D11-SO-25,2016-01-13,none,none,14.5,NA,109,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK,N,NA,NA
U1029,2015-06-22-D10-SO-12,2016-01-14,none,none,20.8,NA,133,NA,No scales taken.,NA,KI,full work-up 1,DS,N,NA,NA
U1035,2015-06-14-D11-SO-21,2016-01-14,none,none,19,NA,120,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1036,2015-06-20-D11-SO-2,2016-01-14,none,none,18.6,NA,119,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1037,2015-06-23-D06-SO-5,2016-01-14,none,none,17.3,NA,123,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1038,2015-06-23-D06-SO-2,2016-01-14,none,none,17.4,NA,123,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1039,2015-06-22-D10-SO-11,2016-01-14,none,none,19.9,NA,128,NA,"Muscle and gill RNA in 9-d8; brain, spleen, liver, heart and kidney RNA in 9-c8",NA,LP,full work-up 1,DS,N,NA,NA
U1040,2015-06-22-D10-SO-17,2016-01-14,none,none,18,NA,126,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1045,2015-06-14-D11-SO-27,2016-01-14,none,none,NA,NA,124,NA,19.6 pdw,NA,DS,full work-up 1,DS,N,NA,NA
U1046,2015-06-14-D11-SO-28,2016-01-14,none,none,11.3,NA,100,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U1047,2015-06-20-D11-SO-3,2016-01-14,none,none,17.3,NA,113,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U1048,2015-06-23-D06-SO-1,2016-01-14,none,none,20,NA,119,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U1049,2015-06-23-D06-SO-6,2016-01-14,none,none,29.3,NA,143,NA,NA,Cracked otolith,DS,full work-up 1,DS,N,NA,NA
U1050,2015-06-22-D10-SO-13,2016-01-14,none,none,20.3,NA,129,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U1054,2015-06-14-D11-SO-26,2016-01-14,none,none,14.8,NA,108,NA,One otolith. Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1055,2015-06-20-D11-SO-1,2016-01-14,none,none,17.7,NA,115,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1056,2015-06-23-D06-SO-3,2016-01-14,none,none,21,NA,121,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1057,2015-06-23-D06-SO-4,2016-01-14,none,none,24.4,NA,128,NA,Cal. chal a not retained (stuck to tray); correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1071,2015-06-22-D10-SO-14,2016-01-14,none,none,23.2,NA,134,NA,NA,Lots of open lesions on flank/ dorsal surface,DS,full work-up 1,DS,N,NA,NA
U1072,2015-06-22-D10-SO-16,2016-01-14,none,none,20.4,NA,125,NA,NA,NA,DS,full work-up 1,DS,N,NA,NA
U1030,2015-06-22-D10-SO-20,2016-01-15,none,none,19.6,NA,123,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U1058,2015-06-22-D10-SO-19,2016-01-15,none,none,17.7,NA,124,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1059,2015-06-22-D10-SO-9,2016-01-15,none,none,18.9,NA,126,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1060,2015-05-15-D03-SO-23,2016-01-15,none,none,19.9,NA,125,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1061,2015-06-14-D09-SO-13,2016-01-15,none,none,16.5,NA,115,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1062,2015-06-14-D09-SO-16,2016-01-15,none,none,15.2,NA,109,NA,One cracked otolith; correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1063,2015-06-14-D09-SO-20,2016-01-15,none,none,18.3,NA,120,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1064,2015-05-31-J09-SO-30,2016-01-15,none,none,9,NA,98,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,DS,N,NA,NA
U1073,2015-06-22-D10-SO-18,2016-01-15,none,none,21.6,NA,120,NA,FA location unknown,NA,DS,full work-up 1,KI,N,NA,NA
U1074,2015-06-14-D09-SO-14,2016-01-15,none,none,14.2,NA,108,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1075,2015-06-14-D09-SO-18,2016-01-15,none,none,23,NA,124,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1081,2015-06-22-D10-SO-15,2016-01-15,none,none,21.3,NA,131,NA,NA,NA,LP,full work-up 1,KI,N,NA,NA
U1082,2015-05-15-D03-SO-24,2016-01-15,none,none,13.6,NA,110,NA,1 cal chal a not retained,NA,LP,full work-up 1,KI,N,NA,NA
U1083,2015-06-14-D09-SO-15,2016-01-15,none,none,15,NA,114,NA,NA,NA,LP,full work-up 1,KI,N,NA,NA
U1091,2015-05-30-J05-SO-29,2016-01-15,none,none,11.1,NA,107,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U1092,2015-06-14-D09-SO-19,2016-01-15,none,none,19.3,NA,118,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U1093,2015-06-14-D09-SO-12,2016-01-15,none,none,19.1,NA,118,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U1094,2015-06-14-D09-SO-17,2016-01-15,none,none,16.3,NA,115,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
U1095,2015-06-14-D09-SO-11,2016-01-15,none,none,19.1,NA,117,NA,Brain dropped on chamois,NA,KI,full work-up 1,DS,N,NA,NA
U1076,2015-05-31-J09-SO-15,2016-01-18,none,none,11.6,NA,100,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1077,2015-05-31-J09-SO-26,2016-01-18,none,none,10.2,NA,100,NA,NA,NA,DS,full work-up 1,KI,N,NA,NA
U1078,2015-05-31-J09-SO-29,2016-01-18,none,none,14.3,NA,119,NA,NA,Large open sore under dorsal on left flank,DS,full work-up 1,KI,N,NA,NA
U1079,2015-05-31-J09-SO-22,2016-01-18,none,none,NA,NA,104,NA,1 cal chal a not retained,NA,DS,full work-up 1,KI,N,NA,NA
U1084,2015-05-31-J09-SO-23,2016-01-18,none,none,8.7,NA,94,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1085,2015-05-31-J09-SO-21,2016-01-18,none,none,11.4,NA,96,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1086,2015-05-31-J09-SO-28,2016-01-18,none,none,9.7,NA,99,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1087,2015-05-31-J09-SO-27,2016-01-18,none,none,13.2,NA,85,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1088,2015-05-31-J09-SO-20,2016-01-18,none,none,9.5,NA,108,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1089,2015-05-30-J08-SO-27,2016-01-18,none,none,12.1,NA,110,NA,NA,NA,LP,full work-up 1,DS,N,NA,NA
U1096,2015-05-30-J08-SO-30,2016-01-18,none,none,12.4,NA,115,NA,Fin clip taken for DNA,NA,KI,full work-up 1,DS,N,NA,NA
U1097,2015-05-30-J08-SO-29,2016-01-18,none,none,8.1,NA,109,NA,NA,NA,KI,full work-up 1,DS,N,NA,NA
